Lat;Long;address
-73.98565462;40.7484284;Empire State Building
-73.77937337;40.6429479;John F. Kennedy International Airport
-73.6750683;42.7272286;Ground Zero
-73.98964162;40.7410592;Flatiron Building
-73.97534406;40.75160275;Chrysler Building
-74.00813517;40.71245515;Woolworth Building
-73.9784267;40.7591509;Rockefeller Plaza
